iteration,trace,trace_path,warmup_instructions,simulation_instructions,state_dump,log_path,ipc,instructions,cycles,llm_triggers,llm_demand_triggers,llm_upper_prefetch_triggers,llm_useful_hits,state_rows_dumped,warmup_rows_skipped,decision_triggers,decision_candidates,prefetch_requests,no_prefetch_decisions,l2_total_access,l2_total_hit,l2_total_miss,l2_total_mshr_merge,l2_pf_requested,l2_pf_issued,l2_pf_useful,l2_pf_useless,source_results_csv,source_result_set,source_iteration,source_iteration_num,source_attempt,trace_short,workload_group,l2_pf_accuracy,attempt,source_shard
iter_016,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_016/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_016/attempt_01/metrics/results.csv,iter_016/attempt_01,iter_016,16,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_017,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_017/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_017/attempt_01/metrics/results.csv,iter_017/attempt_01,iter_017,17,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_017,omnetpp_irregular_spec,traces/SPEC17/620.omnetpp_s-874B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_017/attempt_01/logs/omnetpp_irregular_spec.log,0.5308,20000003,37675821,911272,655188,256084,1899,,,911272,6354,4065,907936,800104,520937,279167,5542,694,694,446,99,external/champsim_llm/llm_results/iter_017/attempt_01/metrics/results.csv,iter_017/attempt_01,iter_017,17,attempt_01,omnetpp_irregular_spec,SPEC17,0.642651,attempt_01,
iter_018,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_018/attempt_01/logs/gcc_spec_control.log,2.338,20000000,8555707,874416,306573,567843,181867,,,874416,970224,461240,526923,691950,423967,267983,74703,199858,199783,50789,38337,external/champsim_llm/llm_results/iter_018/attempt_01/metrics/results.csv,iter_018/attempt_01,iter_018,18,attempt_01,gcc_spec_control,SPEC17,0.254221,attempt_01,
iter_018,omnetpp_irregular_spec,traces/SPEC17/620.omnetpp_s-874B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_018/attempt_01/logs/omnetpp_irregular_spec.log,0.5306,20000006,37696390,906950,655575,251375,2024,,,906950,6405,4086,903598,797981,519985,277996,5333,704,704,454,89,external/champsim_llm/llm_results/iter_018/attempt_01/metrics/results.csv,iter_018/attempt_01,iter_018,18,attempt_01,omnetpp_irregular_spec,SPEC17,0.644886,attempt_01,
iter_018,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_018/attempt_02/logs/fotonik3d_prefetch_friendly.log,2.663,20000004,7511521,1109909,155360,954549,233140,,,1109909,1752365,518995,813797,1110349,834820,275529,99149,266044,263834,109278,206,external/champsim_llm/llm_results/iter_018/attempt_02/metrics/results.csv,iter_018/attempt_02,iter_018,18,attempt_02,fotonik3d_prefetch_friendly,SPEC17,0.414192,attempt_02,
iter_018,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_018/attempt_02/logs/yankee_abstention.log,0.5567,20000001,35923355,421877,306782,115095,931,,,421877,5995,3758,419054,692521,455728,236793,6258,0,0,0,0,external/champsim_llm/llm_results/iter_018/attempt_02/metrics/results.csv,iter_018/attempt_02,iter_018,18,attempt_02,yankee_abstention,GTrace,,attempt_02,
iter_018,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_018/attempt_02/logs/gap_pr_graph.log,0.1316,20000001,151985790,7706314,5023772,2682542,181300,,,7706314,764729,204326,7515042,5946996,4163112,1783884,250788,29,29,0,0,external/champsim_llm/llm_results/iter_018/attempt_02/metrics/results.csv,iter_018/attempt_02,iter_018,18,attempt_02,gap_pr_graph,Graph-GAP,0,attempt_02,
iter_019,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_019/attempt_01/logs/gcc_spec_control.log,2.315,20000005,8639723,880323,305888,574435,179648,,,880323,970339,487470,512787,706388,438645,267743,75753,209131,209061,48466,38490,external/champsim_llm/llm_results/iter_019/attempt_01/metrics/results.csv,iter_019/attempt_01,iter_019,19,attempt_01,gcc_spec_control,SPEC17,0.231827,attempt_01,
iter_019,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_019/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.664,20000002,7507441,1099900,153757,946143,231427,,,1099900,1742029,501573,812176,1098357,823352,275005,98582,253599,251992,108132,347,external/champsim_llm/llm_results/iter_019/attempt_01/metrics/results.csv,iter_019/attempt_01,iter_019,19,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.429109,attempt_01,
iter_020,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_020/attempt_01/logs/gcc_spec_control.log,2.323,20000000,8611099,866979,305620,561359,179526,,,866979,969205,482757,504396,689778,424886,264892,73954,203589,203533,48621,37332,external/champsim_llm/llm_results/iter_020/attempt_01/metrics/results.csv,iter_020/attempt_01,iter_020,20,attempt_01,gcc_spec_control,SPEC17,0.238885,attempt_01,
iter_020,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_020/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.66,20000004,7519256,1111322,156275,955047,232819,,,1111322,1756495,524499,812217,1115822,839905,275917,99616,270048,267794,108766,236,external/champsim_llm/llm_results/iter_020/attempt_01/metrics/results.csv,iter_020/attempt_01,iter_020,20,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.406155,attempt_01,
iter_021,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_021/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_021/attempt_01/metrics/results.csv,iter_021/attempt_01,iter_021,21,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_021,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_021/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_021/attempt_01/metrics/results.csv,iter_021/attempt_01,iter_021,21,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_022,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_022/attempt_01/logs/gcc_spec_control.log,2.285,20000005,8752645,878831,304789,574042,178577,,,878831,970842,466219,527228,689454,418251,271203,78321,196777,196736,47921,38216,external/champsim_llm/llm_results/iter_022/attempt_01/metrics/results.csv,iter_022/attempt_01,iter_022,22,attempt_01,gcc_spec_control,SPEC17,0.24358,attempt_01,
iter_022,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_022/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.665,20000004,7503399,1100794,154142,946652,233460,,,1100794,1747730,522458,802428,1112013,837603,274410,97955,266205,264396,109096,304,external/champsim_llm/llm_results/iter_022/attempt_01/metrics/results.csv,iter_022/attempt_01,iter_022,22,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.412623,attempt_01,
iter_023,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_023/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_023/attempt_01/metrics/results.csv,iter_023/attempt_01,iter_023,23,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_023,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_023/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_023/attempt_01/metrics/results.csv,iter_023/attempt_01,iter_023,23,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_024,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_024/attempt_01/logs/gcc_spec_control.log,2.303,20000005,8682984,881568,306697,574871,179896,,,881568,975256,528137,486118,730793,459688,271105,78306,228898,228744,48710,38669,external/champsim_llm/llm_results/iter_024/attempt_01/metrics/results.csv,iter_024/attempt_01,iter_024,24,attempt_01,gcc_spec_control,SPEC17,0.212945,attempt_01,
iter_024,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_024/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_024/attempt_01/metrics/results.csv,iter_024/attempt_01,iter_024,24,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_025,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_025/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_025/attempt_01/metrics/results.csv,iter_025/attempt_01,iter_025,25,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_025,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_025/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_025/attempt_01/metrics/results.csv,iter_025/attempt_01,iter_025,25,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_026,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_026/attempt_01/logs/gcc_spec_control.log,2.311,20000000,8653425,890200,303882,586318,156638,,,890200,567441,406408,517601,649820,392088,257732,66750,148752,148752,34502,26505,external/champsim_llm/llm_results/iter_026/attempt_01/metrics/results.csv,iter_026/attempt_01,iter_026,26,attempt_01,gcc_spec_control,SPEC17,0.231943,attempt_01,
iter_026,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_026/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.649,20000002,7550997,1119948,158303,961645,232317,,,1119948,1694851,537714,811317,1118644,842999,275645,99376,268835,266638,108271,253,external/champsim_llm/llm_results/iter_026/attempt_01/metrics/results.csv,iter_026/attempt_01,iter_026,26,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.40606,attempt_01,
iter_027,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_027/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_027/attempt_01/metrics/results.csv,iter_027/attempt_01,iter_027,27,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_027,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_027/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_027/attempt_01/metrics/results.csv,iter_027/attempt_01,iter_027,27,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_028,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_028/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_028/attempt_01/metrics/results.csv,iter_028/attempt_01,iter_028,28,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_028,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_028/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_028/attempt_01/metrics/results.csv,iter_028/attempt_01,iter_028,28,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_029,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_029/attempt_01/logs/gcc_spec_control.log,2.328,20000005,8592171,876712,306128,570584,180705,,,876712,976471,485987,511830,701802,435152,266650,74449,208558,208511,49532,36719,external/champsim_llm/llm_results/iter_029/attempt_01/metrics/results.csv,iter_029/attempt_01,iter_029,29,attempt_01,gcc_spec_control,SPEC17,0.237551,attempt_01,
iter_029,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_029/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.663,20000004,7511477,1110554,154550,956004,232060,,,1110554,1739796,523555,812637,1111557,834873,276684,100091,268391,266198,108535,331,external/champsim_llm/llm_results/iter_029/attempt_01/metrics/results.csv,iter_029/attempt_01,iter_029,29,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.407723,attempt_01,
iter_030,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_030/attempt_01/logs/gcc_spec_control.log,2.328,20000005,8592171,876712,306128,570584,180705,,,876712,976471,485987,511830,701802,435152,266650,74449,208558,208511,49532,36719,external/champsim_llm/llm_results/iter_030/attempt_01/metrics/results.csv,iter_030/attempt_01,iter_030,30,attempt_01,gcc_spec_control,SPEC17,0.237551,attempt_01,
iter_030,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_030/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.668,20000002,7497197,1102639,153887,948752,232854,,,1102639,1748246,529026,802007,1114150,840071,274079,97807,273453,270964,108877,234,external/champsim_llm/llm_results/iter_030/attempt_01/metrics/results.csv,iter_030/attempt_01,iter_030,30,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.401814,attempt_01,
iter_031,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_031/attempt_01/logs/gcc_spec_control.log,2.287,20000005,8744556,871573,305946,565627,178174,,,871573,967350,487149,505701,698188,427348,270840,78219,208440,208393,47195,38654,external/champsim_llm/llm_results/iter_031/attempt_01/metrics/results.csv,iter_031/attempt_01,iter_031,31,attempt_01,gcc_spec_control,SPEC17,0.226471,attempt_01,
iter_031,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_031/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.664,20000003,7508127,1087447,155013,932434,233428,,,1087447,1750787,525341,788455,1113816,839355,274461,98136,270133,267728,109189,218,external/champsim_llm/llm_results/iter_031/attempt_01/metrics/results.csv,iter_031/attempt_01,iter_031,31,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.407836,attempt_01,
iter_032,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_032/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_032/attempt_01/metrics/results.csv,iter_032/attempt_01,iter_032,32,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_032,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_032/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_032/attempt_01/metrics/results.csv,iter_032/attempt_01,iter_032,32,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_033,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_033/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_033/attempt_01/metrics/results.csv,iter_033/attempt_01,iter_033,33,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_033,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_033/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_033/attempt_01/metrics/results.csv,iter_033/attempt_01,iter_033,33,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_034,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_034/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_034/attempt_01/metrics/results.csv,iter_034/attempt_01,iter_034,34,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_034,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_034/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_034/attempt_01/metrics/results.csv,iter_034/attempt_01,iter_034,34,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_035,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_035/attempt_01/logs/gcc_spec_control.log,2.331,20000000,8579115,867884,307030,560854,180451,,,867884,1016454,504052,520992,703783,435780,268003,75740,217336,217223,49394,37171,external/champsim_llm/llm_results/iter_035/attempt_01/metrics/results.csv,iter_035/attempt_01,iter_035,35,attempt_01,gcc_spec_control,SPEC17,0.227388,attempt_01,
iter_035,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_035/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000002,7491189,1104592,152862,951730,232426,,,1104592,1791738,534626,797230,1121896,846589,275307,98695,275940,273529,109117,386,external/champsim_llm/llm_results/iter_035/attempt_01/metrics/results.csv,iter_035/attempt_01,iter_035,35,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.398923,attempt_01,
iter_035,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_035/attempt_02/logs/gcc_spec_control.log,2.331,20000000,8579115,867884,307030,560854,180451,,,867884,1016454,504052,520992,703783,435780,268003,75740,217336,217223,49394,37171,external/champsim_llm/llm_results/iter_035/attempt_02/metrics/results.csv,iter_035/attempt_02,iter_035,35,attempt_02,gcc_spec_control,SPEC17,0.227388,attempt_02,
iter_035,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_035/attempt_02/logs/fotonik3d_prefetch_friendly.log,2.67,20000002,7491189,1104592,152862,951730,232426,,,1104592,1791738,534626,797230,1121896,846589,275307,98695,275940,273529,109117,386,external/champsim_llm/llm_results/iter_035/attempt_02/metrics/results.csv,iter_035/attempt_02,iter_035,35,attempt_02,fotonik3d_prefetch_friendly,SPEC17,0.398923,attempt_02,
iter_035,omnetpp_irregular_spec,traces/SPEC17/620.omnetpp_s-874B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_035/attempt_02/logs/omnetpp_irregular_spec.log,0.5316,20000004,37625438,913779,655468,258311,1992,,,913779,7529,4140,910575,803329,524770,278559,5576,749,749,472,113,external/champsim_llm/llm_results/iter_035/attempt_02/metrics/results.csv,iter_035/attempt_02,iter_035,35,attempt_02,omnetpp_irregular_spec,SPEC17,0.630174,attempt_02,
iter_035,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_035/attempt_02/logs/yankee_abstention.log,0.5538,20000001,36116965,422601,306679,115922,949,,,422601,6322,3888,419752,692825,456101,236724,6165,0,0,0,0,external/champsim_llm/llm_results/iter_035/attempt_02/metrics/results.csv,iter_035/attempt_02,iter_035,35,attempt_02,yankee_abstention,GTrace,,attempt_02,
iter_035,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_035/attempt_03/logs/gap_pr_graph.log,0.1315,20000000,152044044,7723288,5023422,2699866,181341,,,7723288,948565,207394,7533850,5965666,4179642,1786024,252466,0,0,0,0,external/champsim_llm/llm_results/iter_035/attempt_03/metrics/results.csv,iter_035/attempt_03,iter_035,35,attempt_03,gap_pr_graph,Graph-GAP,,attempt_03,
iter_036,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_036/attempt_01/logs/yankee_abstention.log,0.555,20000001,36033230,426036,306701,119335,316,,,426036,818,535,425594,697526,459640,237886,6304,0,0,0,0,external/champsim_llm/llm_results/iter_036/attempt_01/metrics/results.csv,iter_036/attempt_01,iter_036,36,attempt_01,yankee_abstention,GTrace,,attempt_01,
iter_036,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_036/attempt_01/logs/gap_pr_graph.log,0.1315,20000000,152044044,7723288,5023422,2699866,181341,,,7723288,948565,207394,7533850,5965666,4179642,1786024,252466,0,0,0,0,external/champsim_llm/llm_results/iter_036/attempt_01/metrics/results.csv,iter_036/attempt_01,iter_036,36,attempt_01,gap_pr_graph,Graph-GAP,,attempt_01,
iter_036,omnetpp_irregular_spec,traces/SPEC17/620.omnetpp_s-874B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_036/attempt_01/logs/omnetpp_irregular_spec.log,0.5316,20000004,37625438,913779,655468,258311,1992,,,913779,7529,4140,910575,803329,524770,278559,5576,749,749,472,113,external/champsim_llm/llm_results/iter_036/attempt_01/metrics/results.csv,iter_036/attempt_01,iter_036,36,attempt_01,omnetpp_irregular_spec,SPEC17,0.630174,attempt_01,
iter_036,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_036/attempt_02/logs/gcc_spec_control.log,2.331,20000000,8579115,867884,307030,560854,180451,,,867884,1016454,504052,520992,703783,435780,268003,75740,217336,217223,49394,37171,external/champsim_llm/llm_results/iter_036/attempt_02/metrics/results.csv,iter_036/attempt_02,iter_036,36,attempt_02,gcc_spec_control,SPEC17,0.227388,attempt_02,
iter_036,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_036/attempt_02/logs/fotonik3d_prefetch_friendly.log,2.67,20000002,7491189,1104592,152862,951730,232426,,,1104592,1791738,534626,797230,1121896,846589,275307,98695,275940,273529,109117,386,external/champsim_llm/llm_results/iter_036/attempt_02/metrics/results.csv,iter_036/attempt_02,iter_036,36,attempt_02,fotonik3d_prefetch_friendly,SPEC17,0.398923,attempt_02,
iter_037,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_037/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000002,7491189,1104592,152862,951730,232426,,,1104592,1791738,534626,797230,1121896,846589,275307,98695,275940,273529,109117,386,external/champsim_llm/llm_results/iter_037/attempt_01/metrics/results.csv,iter_037/attempt_01,iter_037,37,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.398923,attempt_01,
iter_037,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_037/attempt_01/logs/gcc_spec_control.log,2.331,20000000,8579115,867884,307030,560854,180451,,,867884,1016454,504052,520992,703783,435780,268003,75740,217336,217223,49394,37171,external/champsim_llm/llm_results/iter_037/attempt_01/metrics/results.csv,iter_037/attempt_01,iter_037,37,attempt_01,gcc_spec_control,SPEC17,0.227388,attempt_01,
